fishbase_id,Order,Family,Species,Occurrence,FishBase name,Name,Link,image_counts,image_page_link
972,Beloniformes,Belonidae,Ablennes hians,native,Flat needlefish,'Aha'aha,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=972,30,https://www.fishbase.se/photos/thumbnailssummary.php?ID=972
6652,Ovalentaria/misc,Pomacentridae,Abudefduf abdominalis,native,Green damselfish,Mamamo,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=6652,10,https://www.fishbase.se/photos/thumbnailssummary.php?ID=6652
5689,Ovalentaria/misc,Pomacentridae,Abudefduf sordidus,native,Blackspot sergeant,Ao'aonui,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=5689,69,https://www.fishbase.se/photos/thumbnailssummary.php?ID=5689
6630,Ovalentaria/misc,Pomacentridae,Abudefduf vaigiensis,native,Indo-Pacific sergeant,Indo-Pacific sergeant,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=6630,145,https://www.fishbase.se/photos/thumbnailssummary.php?ID=6630
89,Scombriformes,Scombridae,Acanthocybium solandri,native,Wahoo,Ono,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=89,111,https://www.fishbase.se/photos/thumbnailssummary.php?ID=89
4306,Acanthuriformes,Acanthuridae,Acanthurus achilles,native,Achilles tang,Pāku'iku'i,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4306,29,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4306
4750,Acanthuriformes,Acanthuridae,Acanthurus blochii,native,Ringtail surgeonfish,Pualu,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4750,15,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4750
1256,Acanthuriformes,Acanthuridae,Acanthurus dussumieri,native,Eyestripe surgeonfish,Palani,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=1256,47,https://www.fishbase.se/photos/thumbnailssummary.php?ID=1256
4736,Acanthuriformes,Acanthuridae,Acanthurus guttatus,native,Whitespotted surgeonfish,Api,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4736,14,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4736
4737,Acanthuriformes,Acanthuridae,Acanthurus leucopareius,native,Whitebar surgeonfish,Maikoiko,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4737,18,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4737
1258,Acanthuriformes,Acanthuridae,Acanthurus lineatus,native,Lined surgeonfish,Striped surgeonfish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=1258,73,https://www.fishbase.se/photos/thumbnailssummary.php?ID=1258
6011,Acanthuriformes,Acanthuridae,Acanthurus nigricans,native,Whitecheek surgeonfish,Gold-rim tang,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=6011,49,https://www.fishbase.se/photos/thumbnailssummary.php?ID=6011
4739,Acanthuriformes,Acanthuridae,Acanthurus nigrofuscus,native,Brown surgeonfish,Maiii,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4739,58,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4739
4738,Acanthuriformes,Acanthuridae,Acanthurus nigroris,native,Bluelined surgeonfish,Maiko,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4738,6,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4738
4744,Acanthuriformes,Acanthuridae,Acanthurus olivaceus,native,Orangespot surgeonfish,Nae nae,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4744,33,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4744
4734,Acanthuriformes,Acanthuridae,Acanthurus thompsoni,native,Thompson's surgeonfish,Thompson's tang,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4734,26,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4734
1260,Acanthuriformes,Acanthuridae,Acanthurus triostegus,native,Convict surgeonfish,Manini,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=1260,84,https://www.fishbase.se/photos/thumbnailssummary.php?ID=1260
1261,Acanthuriformes,Acanthuridae,Acanthurus xanthopterus,native,Yellowfin surgeonfish,Pualu,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=1261,87,https://www.fishbase.se/photos/thumbnailssummary.php?ID=1261
58525,Anguilliformes,Congridae,Acromycter alcocki,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=58525,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=58525
12600,Myliobatiformes,Aetobatidae,Aetobatus ocellatus,native,Ocellated eagle ray,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=12600,101,https://www.fishbase.se/photos/thumbnailssummary.php?ID=12600
22983,Aulopiformes,Notosudidae,Ahliesaurus brevis,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=22983,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=22983
11512,Albuliformes,Albulidae,Albula glossodonta,native,Roundjaw bonefish,'amo'omo'o,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=11512,29,https://www.fishbase.se/photos/thumbnailssummary.php?ID=11512
63908,Albuliformes,Albulidae,Albula virgata,endemic,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=63908,4,https://www.fishbase.se/photos/thumbnailssummary.php?ID=63908
7502,Notacanthiformes,Halosauridae,Aldrovandia affinis,native,Gilbert's halosaurid fish,Gilbert's halosaurid fish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=7502,4,https://www.fishbase.se/photos/thumbnailssummary.php?ID=7502
9012,Notacanthiformes,Halosauridae,Aldrovandia phalacra,native,Hawaiian halosaurid fish,Hawaiian halosaurid fish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=9012,6,https://www.fishbase.se/photos/thumbnailssummary.php?ID=9012
988,Carangiformes,Carangidae,Alectis ciliaris,native,African pompano,Papio,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=988,114,https://www.fishbase.se/photos/thumbnailssummary.php?ID=988
10,Carangiformes,Carangidae,Alectis indica,native,Indian threadfish,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=10,74,https://www.fishbase.se/photos/thumbnailssummary.php?ID=10
99,Aulopiformes,Alepisauridae,Alepisaurus ferox,native,Long snouted lancetfish,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=99,80,https://www.fishbase.se/photos/thumbnailssummary.php?ID=99
58904,Alepocephaliformes,Alepocephalidae,Alepocephalus blanfordii,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=58904,2,https://www.fishbase.se/photos/thumbnailssummary.php?ID=58904
5891,Lamniformes,Alopiidae,Alopias pelagicus,native,Pelagic thresher,Manō hi'ukā,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=5891,124,https://www.fishbase.se/photos/thumbnailssummary.php?ID=5891
2534,Lamniformes,Alopiidae,Alopias superciliosus,native,Bigeye thresher,Manō hi'ukā,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=2534,132,https://www.fishbase.se/photos/thumbnailssummary.php?ID=2534
2535,Lamniformes,Alopiidae,Alopias vulpinus,native,Thresher,Manō 'ula,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=2535,14,https://www.fishbase.se/photos/thumbnailssummary.php?ID=2535
4274,Tetraodontiformes,Monacanthidae,Aluterus monoceros,native,Unicorn leatherjacket filefish,Unicorn leatherjacket,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4274,116,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4274
4275,Tetraodontiformes,Monacanthidae,Aluterus scriptus,native,Scribbled leatherjacket filefish,Loulu,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4275,154,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4275
4459,Scombriformes,Amarsipidae,Amarsipus carlsbergi,native,Amarsipa,Amarsipa,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4459,4,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4459
3615,Cichliformes,Cichlidae,Amatitlania nigrofasciata,introduced,Convict cichlid,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=3615,56,https://www.fishbase.se/photos/thumbnailssummary.php?ID=3615
5829,Centrarchiformes,Cirrhitidae,Amblycirrhitus bimacula,native,Twospot hawkfish,Pili-ko`a,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=5829,16,https://www.fishbase.se/photos/thumbnailssummary.php?ID=5829
57467,Perciformes/Uranoscopoidei,Ammodytidae,Ammodytoides pylei,native,Pyle's sand lance,Pyle's sand lance,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=57467,2,https://www.fishbase.se/photos/thumbnailssummary.php?ID=57467
59627,Eupercaria/misc,Labridae,Ammolabrus dicrus,native,Sand wrasse,Sand wrasse,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=59627,8,https://www.fishbase.se/photos/thumbnailssummary.php?ID=59627
4786,Cichliformes,Cichlidae,Amphilophus citrinellus,introduced,Midas cichlid,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4786,43,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4786
28238,Cichliformes,Cichlidae,Amphilophus labiatus,introduced,Red devil,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=28238,40,https://www.fishbase.se/photos/thumbnailssummary.php?ID=28238
4919,Eupercaria/misc,Labridae,Anampses chrysocephalus,native,Red tail wrasse,Red tail wrasse,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4919,8,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4919
4916,Eupercaria/misc,Labridae,Anampses cuvier,native,Pearl wrasse,'Opule,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4916,12,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4916
6483,Anguilliformes,Muraenidae,Anarchias allardicei,native,Allardice's moray,Allardice's moray,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=6483,2,https://www.fishbase.se/photos/thumbnailssummary.php?ID=6483
65812,Anguilliformes,Muraenidae,Anarchias exulatus,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=65812,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=65812
58622,Anguilliformes,Muraenidae,Anarchias leucurus,native,Snyder's moray,Snyder's moray,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=58622,2,https://www.fishbase.se/photos/thumbnailssummary.php?ID=58622
6485,Anguilliformes,Muraenidae,Anarchias seychellensis,native,Seychelles moray,Seychelles moray,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=6485,7,https://www.fishbase.se/photos/thumbnailssummary.php?ID=6485
2308,Trachichthyiformes,Anoplogastridae,Anoplogaster cornuta,native,Common fangtooth,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=2308,30,https://www.fishbase.se/photos/thumbnailssummary.php?ID=2308
7293,Lophiiformes,Antennariidae,Antennarius commerson,native,Commerson's frogfish,Commerson's frogfish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=7293,74,https://www.fishbase.se/photos/thumbnailssummary.php?ID=7293
9259,Lophiiformes,Antennariidae,Antennarius maculatus,native,Warty frogfish,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=9259,38,https://www.fishbase.se/photos/thumbnailssummary.php?ID=9259
10276,Lophiiformes,Antennariidae,Antennarius pictus,native,Painted frogfish,Painted frogfish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=10276,68,https://www.fishbase.se/photos/thumbnailssummary.php?ID=10276
7295,Lophiiformes,Antennariidae,Antennarius randalli,native,Randall's frogfish,Randall's frogfish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=7295,20,https://www.fishbase.se/photos/thumbnailssummary.php?ID=7295
11144,Lophiiformes,Antennariidae,Antennatus analis,native,Tailjet frogfish,Pygmy frogfish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=11144,2,https://www.fishbase.se/photos/thumbnailssummary.php?ID=11144
5402,Lophiiformes,Antennariidae,Antennatus coccineus,native,Scarlet frogfish,Freckled frogfish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=5402,49,https://www.fishbase.se/photos/thumbnailssummary.php?ID=5402
27298,Lophiiformes,Antennariidae,Antennatus duescus,native,Side-jet frogfish,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=27298,4,https://www.fishbase.se/photos/thumbnailssummary.php?ID=27298
59456,Lophiiformes,Antennariidae,Antennatus linearis,native,Pygmy anglerfish,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=59456,2,https://www.fishbase.se/photos/thumbnailssummary.php?ID=59456
5403,Lophiiformes,Antennariidae,Antennatus nummifer,native,Spotfin frogfish,Spotfin frogfish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=5403,43,https://www.fishbase.se/photos/thumbnailssummary.php?ID=5403
11150,Lophiiformes,Antennariidae,Antennatus tuberosus,native,Tuberculated frogfish,Reticulated frogfish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=11150,25,https://www.fishbase.se/photos/thumbnailssummary.php?ID=11150
3258,Acanthuriformes,Antigoniidae,Antigonia capros,native,Deepbody boarfish,Senbei fish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=3258,34,https://www.fishbase.se/photos/thumbnailssummary.php?ID=3258
59055,Acanthuriformes,Antigoniidae,Antigonia eos,native,,Senbei fish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=59055,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=59055
7651,Acanthuriformes,Antigoniidae,Antigonia rubescens,native,Indo-Pacific boarfish,Senbei fish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=7651,11,https://www.fishbase.se/photos/thumbnailssummary.php?ID=7651
2006,Gadiformes,Moridae,Antimora microlepis,native,Finescale mora,Finescale antimora,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=2006,4,https://www.fishbase.se/photos/thumbnailssummary.php?ID=2006
59043,Scombriformes,Trichiuridae,Aphanopus arigato,native,Pacific black scabbardfish,Pacific black scabbardfish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=59043,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=59043
81,Eupercaria/misc,Lutjanidae,Aphareus furca,native,Small toothed jobfish,Gurutsu,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=81,40,https://www.fishbase.se/photos/thumbnailssummary.php?ID=81
83,Eupercaria/misc,Lutjanidae,Aphareus rutilans,native,Rusty jobfish,Lehe,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=83,22,https://www.fishbase.se/photos/thumbnailssummary.php?ID=83
4690,Cyprinodontiformes,Aplocheilidae,Aplocheilus lineatus,introduced,Striped panchax,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4690,47,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4690
5752,Kurtiformes,Apogonidae,Apogon coccineus,native,Ruby cardinalfish,Red cardinal,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=5752,24,https://www.fishbase.se/photos/thumbnailssummary.php?ID=5752
51830,Kurtiformes,Apogonidae,Apogon deetsie,native,Deetsie's cardinalfish,Deetsie's cardinalfish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=51830,6,https://www.fishbase.se/photos/thumbnailssummary.php?ID=51830
12998,Kurtiformes,Apogonidae,Apogon erythrinus,native,Hawaiian ruby cardinalfish,'Upāpalu,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=12998,5,https://www.fishbase.se/photos/thumbnailssummary.php?ID=12998
5741,Kurtiformes,Apogonidae,Apogonichthys perdix,native,Perdix cardinalfish,'Upāpalu,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=5741,16,https://www.fishbase.se/photos/thumbnailssummary.php?ID=5741
7811,Acanthuriformes,Pomacanthidae,Apolemichthys arcuatus,native,Bandit angelfish,Black-banded angel,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=7811,17,https://www.fishbase.se/photos/thumbnailssummary.php?ID=7811
14996,Perciformes/Serranoidei,Serranidae,Aporops bilinearis,native,Blotched podge,Twolined soapfish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=14996,10,https://www.fishbase.se/photos/thumbnailssummary.php?ID=14996
84,Eupercaria/misc,Lutjanidae,Aprion virescens,native,Green jobfish,Uku,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=84,84,https://www.fishbase.se/photos/thumbnailssummary.php?ID=84
784,Carcharhiniformes,Pentanchidae,Apristurus spongiceps,native,Spongehead catshark,Spongehead catshark,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=784,2,https://www.fishbase.se/photos/thumbnailssummary.php?ID=784
53823,Anguilliformes,Ophichthidae,Apterichtus flavicaudus,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=53823,4,https://www.fishbase.se/photos/thumbnailssummary.php?ID=53823
12884,Anguilliformes,Ophichthidae,Apterichtus klazingai,native,Sharpsnout snake eel,Sharpsnout snake eel,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=12884,7,https://www.fishbase.se/photos/thumbnailssummary.php?ID=12884
6977,Aulopiformes,Paralepididae,Arctozenus risso,native,Spotted barracudina,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=6977,21,https://www.fishbase.se/photos/thumbnailssummary.php?ID=6977
11678,Stomiiformes,Sternoptychidae,Argyripnus atlanticus,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=11678,2,https://www.fishbase.se/photos/thumbnailssummary.php?ID=11678
7386,Stomiiformes,Sternoptychidae,Argyripnus brocki,endemic,Brock's bristle-mouth fish,Brock's bristle-mouth fish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=7386,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=7386
7387,Stomiiformes,Sternoptychidae,Argyripnus ephippiatus,native,Gilbert & Cramer's bristle-mouth fish,Gilbert & Cramer's bristle-mouth fish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=7387,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=7387
130,Stomiiformes,Sternoptychidae,Argyropelecus aculeatus,native,Lovely hatchetfish,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=130,18,https://www.fishbase.se/photos/thumbnailssummary.php?ID=130
40,Stomiiformes,Sternoptychidae,Argyropelecus affinis,native,Pacific hatchet fish,Pacific hatchet fish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=40,10,https://www.fishbase.se/photos/thumbnailssummary.php?ID=40
6968,Stomiiformes,Sternoptychidae,Argyropelecus hemigymnus,native,Half-naked hatchetfish,Heath's hatchet fish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=6968,23,https://www.fishbase.se/photos/thumbnailssummary.php?ID=6968
7392,Stomiiformes,Sternoptychidae,Argyropelecus sladeni,native,Sladen's hatchet fish,Sladen's hatchet fish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=7392,16,https://www.fishbase.se/photos/thumbnailssummary.php?ID=7392
10513,Scombriformes,Ariommatidae,Ariomma brevimanus,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=10513,17,https://www.fishbase.se/photos/thumbnailssummary.php?ID=10513
8233,Scombriformes,Ariommatidae,Ariomma lurida,native,Ariommid,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=8233,5,https://www.fishbase.se/photos/thumbnailssummary.php?ID=8233
17404,Anguilliformes,Congridae,Ariosoma fasciatum,native,Barred sand conger,Barred conger,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=17404,19,https://www.fishbase.se/photos/thumbnailssummary.php?ID=17404
58379,Anguilliformes,Congridae,Ariosoma marginatum,native,Large-eye conger,Puhi,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=58379,2,https://www.fishbase.se/photos/thumbnailssummary.php?ID=58379
11803,Stomiiformes,Stomiidae,Aristostomias grimaldii,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=11803,4,https://www.fishbase.se/photos/thumbnailssummary.php?ID=11803
4814,Stomiiformes,Stomiidae,Aristostomias lunifer,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=4814,2,https://www.fishbase.se/photos/thumbnailssummary.php?ID=4814
11806,Stomiiformes,Stomiidae,Aristostomias polydactylus,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=11806,4,https://www.fishbase.se/photos/thumbnailssummary.php?ID=11806
11809,Stomiiformes,Stomiidae,Aristostomias tittmanni,native,Loosejaw,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=11809,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=11809
10585,Pleuronectiformes,Bothidae,Arnoglossus debilis,native,Weak lefteye flounder,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=10585,12,https://www.fishbase.se/photos/thumbnailssummary.php?ID=10585
5425,Tetraodontiformes,Tetraodontidae,Arothron hispidus,native,White-spotted puffer,'O'opu-hue,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=5425,129,https://www.fishbase.se/photos/thumbnailssummary.php?ID=5425
7187,Tetraodontiformes,Tetraodontidae,Arothron manilensis,native,Narrow-lined puffer,Striped puffer,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=7187,40,https://www.fishbase.se/photos/thumbnailssummary.php?ID=7187
6401,Tetraodontiformes,Tetraodontidae,Arothron meleagris,native,Guineafowl puffer,O'opu hue,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=6401,101,https://www.fishbase.se/photos/thumbnailssummary.php?ID=6401
27174,Pleuronectiformes,Soleidae,Aseraggodes borehami,endemic,Boreham's sole,Boreham's sole,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=27174,4,https://www.fishbase.se/photos/thumbnailssummary.php?ID=27174
60812,Pleuronectiformes,Soleidae,Aseraggodes holcomi,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=60812,4,https://www.fishbase.se/photos/thumbnailssummary.php?ID=60812
27175,Pleuronectiformes,Soleidae,Aseraggodes therese,endemic,Therese's sole,Therese's sole,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=27175,8,https://www.fishbase.se/photos/thumbnailssummary.php?ID=27175
3908,Scombriformes,Trichiuridae,Assurger anzac,native,Razorback scabbardfish,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=3908,11,https://www.fishbase.se/photos/thumbnailssummary.php?ID=3908
63068,Pleuronectiformes,Bothidae,Asterorhombus filifer,native,Longlure flounder,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=63068,4,https://www.fishbase.se/photos/thumbnailssummary.php?ID=63068
7200,Gobiiformes,Gobiidae,Asterropteryx semipunctata,native,Starry goby,Halfspotted goby,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=7200,35,https://www.fishbase.se/photos/thumbnailssummary.php?ID=7200
51195,Stomiiformes,Stomiidae,Astronesthes bilobatus,native,Twinlobe snaggletooth,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=51195,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=51195
10325,Stomiiformes,Stomiidae,Astronesthes cyaneus,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=10325,4,https://www.fishbase.se/photos/thumbnailssummary.php?ID=10325
15554,Stomiiformes,Stomiidae,Astronesthes fedorovi,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=15554,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=15554
11696,Stomiiformes,Stomiidae,Astronesthes gemmifer,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=11696,5,https://www.fishbase.se/photos/thumbnailssummary.php?ID=11696
10211,Stomiiformes,Stomiidae,Astronesthes indicus,native,Black snaggletooth,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=10211,2,https://www.fishbase.se/photos/thumbnailssummary.php?ID=10211
7394,Stomiiformes,Stomiidae,Astronesthes lucifer,native,Pacific astronesthid fish,Pacific astronesthid fish,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=7394,2,https://www.fishbase.se/photos/thumbnailssummary.php?ID=7394
50556,Stomiiformes,Stomiidae,Astronesthes luetkeni,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=50556,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=50556
58755,Stomiiformes,Stomiidae,Astronesthes nigroides,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=58755,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=58755
51179,Stomiiformes,Stomiidae,Astronesthes quasiindicus,native,,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=51179,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=51179
10407,Stomiiformes,Stomiidae,Astronesthes splendidus,native,Splendid snaggletooth,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=10407,0,https://www.fishbase.se/photos/thumbnailssummary.php?ID=10407
16699,Stomiiformes,Stomiidae,Astronesthes trifibulatus,native,Triplethread snaggletooth,,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=16699,7,https://www.fishbase.se/photos/thumbnailssummary.php?ID=16699
3612,Cichliformes,Cichlidae,Astronotus ocellatus,introduced,Oscar,Oscar,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=3612,99,https://www.fishbase.se/photos/thumbnailssummary.php?ID=3612
15025,Atheriniformes,Atherinidae,Atherinomorus insularum,native,Hawaiian Islands silverside,'Iao,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=15025,6,https://www.fishbase.se/photos/thumbnailssummary.php?ID=15025
1303,Atheriniformes,Atherinidae,Atherinomorus lacunosus,native,Wide-banded hardyhead silverside,Iao,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=1303,64,https://www.fishbase.se/photos/thumbnailssummary.php?ID=1303
1893,Carangiformes,Carangidae,Atule mate,native,Yellowtail scad,Halahala,https://www.fishbase.se/Country/CountrySpeciesSummary.php?c_code=840B&id=1893,46,https://www.fishbase.se/photos/thumbnailssummary.php?ID=1893
